p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,Identity
2.53E-09,0.411215127,0.247,0.103,3.50E-05,CG3078,74,74
2.82E-09,0.319437811,0.765,0.47,3.90E-05,CG42402,74,74
3.46E-09,0.325623283,0.428,0.218,4.77E-05,Piezo,74,74
3.57E-09,0.364894591,0.548,0.307,4.94E-05,Dyrk3,74,74
3.61E-09,0.550122483,0.211,0.082,4.98E-05,CG1504,74,74
4.05E-09,0.363137731,0.193,0.072,5.59E-05,CG31342,74,74
4.10E-09,0.324893217,0.578,0.334,5.66E-05,sli,74,74
4.56E-09,0.266486141,0.319,0.146,6.30E-05,SCAR,74,74
4.82E-09,0.274905036,0.602,0.357,6.65E-05,CG43736,74,74
5.30E-09,0.391770377,0.319,0.146,7.32E-05,DIP-beta,74,74
5.58E-09,0.391572499,0.373,0.188,7.71E-05,MTA1-like,74,74
5.90E-09,0.633343754,0.349,0.176,8.15E-05,beat-Ia,74,74
7.29E-09,0.357517561,0.422,0.224,1.01E-04,CG43102,74,74
7.47E-09,0.267656823,0.44,0.231,1.03E-04,shn,74,74
8.14E-09,0.442725642,0.566,0.336,1.13E-04,sfl,74,74
9.07E-09,0.325411265,0.44,0.233,1.25E-04,Smox,74,74
9.58E-09,1.503229679,0.319,0.162,1.32E-04,sNPF,74,74
1.00E-08,0.300703359,0.163,0.058,1.39E-04,Rop,74,74
1.04E-08,0.281840443,0.651,0.39,1.43E-04,Rab26,74,74
1.06E-08,0.289145172,0.663,0.4,1.46E-04,dpr9,74,74
1.11E-08,0.561791083,0.584,0.365,1.53E-04,beat-VII,74,74
1.16E-08,0.300212656,0.428,0.227,1.61E-04,TM4SF,74,74
1.18E-08,0.398700348,0.102,0.028,1.63E-04,D19A,74,74
1.32E-08,0.441779143,0.241,0.103,1.82E-04,tyn,74,74
1.46E-08,0.335741321,0.307,0.146,2.01E-04,axed,74,74
1.64E-08,0.469770952,0.175,0.065,2.27E-04,phtf,74,74
1.78E-08,0.680193076,0.199,0.079,2.46E-04,scro,74,74
1.97E-08,0.31832642,0.38,0.194,2.72E-04,Lrch,74,74
2.22E-08,0.330517243,0.271,0.123,0.000307356,Smg5,74,74
2.24E-08,0.426019918,0.157,0.056,3.09E-04,CG15309,74,74
2.37E-08,0.293756599,0.361,0.183,3.27E-04,Pal2,74,74
2.42E-08,0.305447516,0.578,0.345,3.34E-04,mod(mdg4),74,74
2.53E-08,0.33665865,0.404,0.213,3.49E-04,CG34347,74,74
2.79E-08,0.352348236,0.482,0.269,3.85E-04,beat-IIIb,74,74
3.79E-08,0.325260538,0.313,0.15,5.24E-04,oaf,74,74
3.97E-08,0.918173658,0.133,0.044,5.48E-04,trol,74,74
4.10E-08,0.491412685,0.488,0.282,5.66E-04,CG44837,74,74
6.22E-08,0.340670334,0.59,0.358,8.59E-04,CG13743,74,74
6.46E-08,0.288914134,0.428,0.237,8.93E-04,CG31550,74,74
7.06E-08,0.268682524,0.572,0.342,9.76E-04,Drak,74,74
8.16E-08,0.288984622,0.265,0.124,0.001126947,roq,74,74
9.31E-08,0.252837881,0.235,0.104,0.001286523,CG14234,74,74
1.20E-07,0.316671914,0.837,0.587,0.001653094,CG32809,74,74
1.20E-07,0.412094863,0.62,0.399,0.001663251,sns,74,74
1.41E-07,0.315199813,0.494,0.288,0.001943357,CG31191,74,74
1.44E-07,0.506880744,0.223,0.1,0.001992328,CG10019,74,74
1.46E-07,0.370497591,0.337,0.177,0.002021618,CG17321,74,74
1.72E-07,0.810570921,0.602,0.397,0.002373716,CG42541,74,74
1.75E-07,0.391794334,0.355,0.19,0.002423869,FBti0019603,74,74
1.86E-07,0.427265983,0.307,0.155,0.002567399,bab2,74,74
1.99E-07,0.447121429,0.464,0.269,0.002747407,mtt,74,74
2.06E-07,0.495588401,0.187,0.078,0.002840454,kat-60L1,74,74
2.16E-07,0.349575821,0.114,0.037,0.002988761,CG7565,74,74
2.28E-07,0.423352603,0.373,0.203,0.003154203,AstA-R1,74,74
2.38E-07,0.266586206,0.235,0.107,0.003287139,spin,74,74
2.57E-07,0.376339603,0.44,0.253,0.003555061,CG12071,74,74
2.65E-07,0.2982894,0.38,0.207,0.00365856,Eaat2,74,74
2.86E-07,0.362248763,0.307,0.16,0.003948359,Tpr2,74,74
2.90E-07,0.554221572,0.349,0.187,0.004003911,zld,74,74
3.00E-07,0.316452208,0.102,0.032,0.004145484,Chd64,74,74
3.05E-07,0.266340881,0.735,0.485,0.004216586,par-1,74,74
3.15E-07,0.325161057,0.211,0.092,0.004349413,CG12502,74,74
3.50E-07,0.309559278,0.12,0.041,0.004840285,Ocrl,74,74
3.55E-07,0.33517726,0.855,0.635,0.004903032,Cirl,74,74
3.59E-07,0.2902774,0.452,0.26,0.004962765,chic,74,74
3.78E-07,0.319967415,0.56,0.348,0.00522397,Rab3,74,74
3.82E-07,0.283573789,0.355,0.193,0.005273277,gol,74,74
3.98E-07,0.304204796,0.175,0.071,0.005492536,Ac78C,74,74
4.09E-07,0.355185509,0.801,0.585,0.005649338,Dop2R,74,74
4.39E-07,0.28332567,0.163,0.064,0.006067142,Dh44,74,74
4.62E-07,0.329846937,0.283,0.142,0.006386004,htt,74,74
4.75E-07,0.296750657,0.108,0.035,0.006556827,NPFR,74,74
4.83E-07,0.276563769,0.639,0.404,0.006667959,rdgB,74,74
5.22E-07,0.272455291,0.12,0.041,0.007212471,Ekar,74,74
5.36E-07,0.42073292,0.265,0.132,0.007401996,CG3764,74,74
6.04E-07,0.255400892,0.867,0.566,0.008340824,mura,74,74
6.47E-07,0.41518757,0.169,0.069,0.008943172,CG12402,74,74
6.93E-07,0.261350426,0.108,0.036,0.009570033,RpL7A,74,74
7.33E-07,0.283575776,0.47,0.282,0.010119742,HUWE1,74,74
7.97E-07,0.31904727,0.307,0.162,0.011013496,Nca,74,74
8.69E-07,0.418940141,0.199,0.089,0.012005242,Herc4,74,74
8.71E-07,0.358667286,0.217,0.099,0.012034413,ush,74,74
9.44E-07,0.359149383,0.325,0.176,0.013036831,Graf,74,74
9.44E-07,0.378814417,0.59,0.379,0.013037112,CG42342,74,74
9.95E-07,0.360142583,0.223,0.104,0.0137394,lncRNA:CR44922,74,74
1.03E-06,0.283157613,0.952,0.746,0.01429364,CadN,74,74
1.11E-06,0.333332789,0.337,0.183,0.015289295,Pif1B,74,74
1.12E-06,0.287451183,0.452,0.27,0.015469143,CG4294,74,74
1.21E-06,0.27212547,0.151,0.06,0.016708416,Phm,74,74
1.35E-06,0.29681825,0.175,0.074,0.018668036,mxt,74,74
1.36E-06,0.271125084,0.512,0.318,0.018745502,SP2353,74,74
1.36E-06,0.316134332,0.596,0.381,0.018761102,CG42594,74,74
1.44E-06,0.274009119,0.608,0.387,0.019876597,Caper,74,74
1.49E-06,-0.717822705,0.819,0.782,0.020562856,Ggamma30A,74,74
1.56E-06,0.300713772,0.229,0.109,0.021527731,slmb,74,74
1.57E-06,0.314136986,0.271,0.137,0.021684148,Usp7,74,74
1.58E-06,0.260775203,0.434,0.254,0.021832772,sba,74,74
1.69E-06,0.267403861,0.994,0.917,0.023392563,lncRNA:CR42862,74,74
1.71E-06,0.260487348,0.572,0.359,0.02367294,Ythdc1,74,74
1.73E-06,0.268739555,0.313,0.168,0.023856943,alpha-Man-IIb,74,74
1.83E-06,0.513435591,0.102,0.034,0.025274549,lncRNA:CR45388,74,74
1.83E-06,0.358261784,0.133,0.05,0.025335701,Pnn,74,74
1.84E-06,-0.436752233,0.952,0.895,0.025382624,mtd,74,74
1.94E-06,0.318557702,0.139,0.054,0.026814916,Kat60,74,74
2.01E-06,0.26776899,0.765,0.546,0.027812643,CG45002,74,74
2.59E-06,0.303363596,0.133,0.051,0.035797569,Tif-IA,74,74
2.81E-06,0.371609557,0.277,0.145,0.038849202,vsg,74,74
3.72E-06,0.324434345,0.524,0.323,0.051340202,tau,74,74
4.53E-06,0.416753483,0.349,0.202,0.062529661,Vha26,74,74
4.54E-06,0.26179651,0.331,0.186,0.062661171,CG3662,74,74
4.56E-06,0.315657074,0.301,0.163,0.062949614,MYPT-75D,74,74
4.88E-06,0.350688221,0.337,0.192,0.067365646,svr,74,74
5.01E-06,0.402717303,0.271,0.146,0.069179836,eRF1,74,74
5.15E-06,0.335687184,0.229,0.114,0.071095935,CG7546,74,74
5.26E-06,0.270331032,0.361,0.208,0.072603423,Ehbp1,74,74
5.45E-06,0.298156663,0.199,0.093,0.075296722,Golgin245,74,74
5.96E-06,0.295307489,0.367,0.209,0.08232914,atms,74,74
5.99E-06,0.28334267,0.193,0.09,0.082746255,alpha-Est9,74,74
6.27E-06,0.360810648,0.843,0.629,0.086659039,Dscam2,74,74
6.47E-06,0.250257728,0.41,0.244,0.08941981,spi,74,74
6.99E-06,0.388518539,0.247,0.126,0.09651308,CG32547,74,74
8.22E-06,0.309385613,0.229,0.115,0.113524394,Girdin,74,74
8.34E-06,0.288695391,0.325,0.185,0.115193778,msps,74,74
8.38E-06,0.258501167,0.916,0.674,0.115750286,Sdc,74,74
1.00E-05,0.320666471,0.337,0.196,0.138399049,lid,74,74
1.05E-05,0.368627458,0.114,0.044,0.144683705,CG15160,74,74
1.11E-05,0.325953514,0.313,0.178,0.152692512,CG8929,74,74
1.22E-05,0.251597591,0.355,0.205,0.169124403,Drl-2,74,74
1.34E-05,0.300177387,0.271,0.148,0.185027202,CG5937,74,74
1.40E-05,0.320366168,0.494,0.314,0.194079363,CG42340,74,74
1.53E-05,0.39811708,0.133,0.055,0.211864451,CG32137,74,74
1.60E-05,0.369982313,0.253,0.137,0.220686984,Pak3,74,74
1.62E-05,-1.763441439,0.09,0.218,0.224392244,Gad1,74,74
2.01E-05,0.362207021,0.873,0.684,0.277278106,Cngl,74,74
2.25E-05,0.467857429,0.108,0.042,0.310380051,Tnks,74,74
2.54E-05,0.264452519,0.127,0.052,0.351370361,kel,74,74
2.59E-05,-0.915253269,0.596,0.619,0.357478719,Gfrl,74,74
2.69E-05,0.497669637,0.265,0.147,0.371259653,beat-IIb,74,74
2.90E-05,0.305183133,0.127,0.053,0.40092727,CG9121,74,74
2.94E-05,0.377427698,0.38,0.234,0.40612928,mld,74,74
2.95E-05,0.270845365,0.398,0.246,0.40710883,CG30089,74,74
3.06E-05,0.34273772,0.181,0.089,0.422654986,mRpS5,74,74
3.24E-05,0.325608802,0.217,0.111,0.447203085,Ulp1,74,74
3.32E-05,0.259077041,0.675,0.467,0.458219352,hiw,74,74
3.44E-05,0.411166557,0.127,0.054,0.475423188,lncRNA:CR45911,74,74
4.22E-05,0.473882897,0.163,0.078,0.582766115,Ide,74,74
4.23E-05,0.313732187,0.717,0.498,0.584248189,sick,74,74
4.77E-05,0.351062949,0.831,0.653,0.659400116,lncRNA:CR31451,74,74
5.48E-05,0.289759193,0.187,0.092,0.7574157,dpr20,74,74
6.07E-05,0.272296961,0.428,0.277,0.838477056,Ndae1,74,74
6.23E-05,0.279981861,0.151,0.07,0.860473039,CG14621,74,74
7.18E-05,-1.57724461,0.12,0.237,0.991633563,Lim1,74,74
8.18E-05,0.287925937,0.271,0.154,1,qtc,74,74
8.63E-05,0.322987799,0.157,0.076,1,CG14562,74,74
9.34E-05,0.390245448,0.211,0.113,1,enok,74,74
9.84E-05,0.343894378,0.325,0.198,1,28SrRNA-Psi:CR45859,74,74
9.94E-05,-0.328134824,0.988,0.956,1,para,74,74
1.00E-04,0.319869216,0.193,0.102,1,RR48404-transposable-element,74,74
1.00E-04,0.262800394,0.301,0.18,1,rn,74,74
1.08E-04,0.261835022,0.127,0.056,1,stw,74,74
1.22E-04,0.437670741,0.157,0.078,1,CG9164,74,74
1.27E-04,0.281838399,0.976,0.898,1,shep,74,74
1.45E-04,0.294955514,0.127,0.057,1,Cap-H2,74,74
1.55E-04,0.262339407,0.139,0.065,1,CG2765,74,74
1.88E-04,0.26202269,0.12,0.054,1,Flo1,74,74
1.91E-04,0.28830928,0.536,0.351,1,CG44153,74,74
1.92E-04,0.30284207,0.127,0.058,1,Rph,74,74
1.97E-04,0.365647711,0.163,0.083,1,Cul3,74,74
2.11E-04,0.289498761,0.229,0.131,1,CG9776,74,74
2.17E-04,0.306926241,0.343,0.216,1,eIF5B,74,74
2.26E-04,0.307202501,0.813,0.613,1,CG13739,74,74
2.92E-04,0.326288574,0.922,0.691,1,Stacl,74,74
2.95E-04,0.363642975,0.133,0.063,1,dlp,74,74
3.02E-04,-1.498570466,0.108,0.214,1,CG14459,74,74
3.36E-04,0.261352329,0.349,0.229,1,hep,74,74
3.36E-04,0.346332472,0.145,0.072,1,Wnt5,74,74
3.61E-04,0.265476392,0.355,0.23,1,LRR,74,74
3.64E-04,-0.501861967,0.819,0.76,1,shakB,74,74
3.70E-04,-0.509540263,0.807,0.734,1,nAChRbeta1,74,74
4.04E-04,-1.094453721,0.596,0.585,1,mamo,74,74
4.28E-04,0.417651684,0.337,0.223,1,CG11768,74,74
4.53E-04,0.263335365,0.337,0.215,1,lncRNA:let7C,74,74
4.72E-04,-1.147850329,0.114,0.224,1,bi,74,74
5.01E-04,0.358241328,0.223,0.129,1,sr,74,74
5.13E-04,0.354838,0.151,0.078,1,ZnT33D,74,74
5.67E-04,0.286330977,0.108,0.05,1,CG13532,74,74
5.72E-04,0.345628163,0.97,0.868,1,Ten-a,74,74
6.39E-04,0.278436244,0.102,0.046,1,apt,74,74
6.75E-04,0.254621176,0.175,0.096,1,Atg18b,74,74
6.83E-04,0.289120954,0.241,0.146,1,Rap1,74,74
7.05E-04,0.338568969,0.211,0.121,1,DIP-theta,74,74
7.47E-04,0.317206483,0.193,0.111,1,CG42797,74,74
7.63E-04,-0.85676714,0.06,0.153,1,Rgk3,74,74
7.64E-04,0.660945971,0.235,0.145,1,sano,74,74
8.57E-04,-1.331912,0.036,0.116,1,ey,74,74
0.001010412,0.277388532,0.114,0.056,1,Mvl,74,74
0.001042669,-0.310743159,0.946,0.863,1,nrv3,74,74
0.00112836,0.312610119,0.163,0.09,1,CG7324,74,74
0.001573811,0.322271404,0.163,0.092,1,olf186-F,74,74
0.001625328,-1.813024666,0.211,0.289,1,CG14989,74,74
0.001678651,-0.41431805,0.928,0.836,1,Syt1,74,74
0.001781599,-0.355108618,0.892,0.828,1,Nckx30C,74,74
0.001795738,-0.604122509,0.735,0.672,1,Ih,74,74
0.001815058,0.330698587,0.169,0.099,1,CG14767,74,74
0.001890721,0.258044771,0.108,0.054,1,tea,74,74
0.001930365,0.490110259,0.187,0.111,1,CrebB,74,74
0.002190563,0.252127249,0.139,0.075,1,rk,74,74
0.00238436,0.309810871,0.151,0.085,1,Lasp,74,74
0.002435321,-0.499165045,0.855,0.768,1,GluClalpha,74,74
0.00267692,-1.320400475,0.127,0.206,1,DIP-kappa,74,74
0.003127066,0.296546227,0.12,0.064,1,CG13229,74,74
0.003751673,0.304908681,0.139,0.077,1,cib,74,74
0.003928961,-0.776303096,0.916,0.812,1,mub,74,74
0.005027177,0.326844151,0.114,0.062,1,CG12391,74,74
0.005271354,0.36329336,0.223,0.145,1,Nplp1,74,74
0.005374235,0.281594186,0.139,0.08,1,schlank,74,74
0.006270816,-0.434931795,0.53,0.372,1,Patronin,74,74
0.007984619,0.298885816,0.114,0.064,1,CG13325,74,74
0.008594004,0.263810172,0.102,0.056,1,CG12290,74,74
0.00981859,-0.701648841,0.699,0.642,1,nAChRalpha7,74,74
3.51E-62,1.684566264,0.958,0.812,4.84E-58,mub,75,MBN
2.47E-52,1.525110702,0.952,0.807,3.41E-48,CG42784,75,MBN
4.18E-38,2.202689194,0.661,0.333,5.77E-34,Eip93F,75,MBN
1.75E-36,-1.688326841,0.304,0.845,2.41E-32,Rbp6,75,MBN
2.93E-36,1.183999879,0.94,0.896,4.05E-32,mtd,75,MBN
1.41E-31,-1.925560175,0.107,0.647,1.95E-27,nAChRalpha7,75,MBN
3.91E-30,-2.307560556,0.238,0.72,5.40E-26,Myo81F,75,MBN
1.17E-28,-2.035987331,0.095,0.597,1.62E-24,mbl,75,MBN
3.34E-28,-0.988990503,0.887,0.986,4.62E-24,lncRNA:Hsromega,75,MBN
4.32E-27,-2.062623254,0.06,0.534,5.97E-23,nAChRalpha3,75,MBN
1.96E-26,-1.96533795,0.077,0.552,2.71E-22,CG45002,75,MBN
6.55E-26,-1.335564888,0.214,0.733,9.05E-22,Hk,75,MBN
1.05E-25,-1.934103543,0.089,0.555,1.45E-21,SKIP,75,MBN
1.22E-25,-0.84438301,0.702,0.957,1.69E-21,sif,75,MBN
1.60E-25,2.259515768,0.25,0.063,2.21E-21,bru2,75,MBN
1.88E-25,-1.570157541,0.196,0.683,2.60E-21,Ten-m,75,MBN
1.03E-24,1.107451912,0.839,0.846,1.43E-20,Appl,75,MBN
1.39E-24,-2.20592869,0.036,0.465,1.92E-20,CadN2,75,MBN
2.81E-24,-1.112957547,0.47,0.876,3.88E-20,Msp300,75,MBN
2.83E-24,-1.838211089,0.071,0.519,3.91E-20,msi,75,MBN
3.08E-24,-1.398966509,0.137,0.621,4.26E-20,Ace,75,MBN
1.28E-23,1.092097951,0.869,0.87,1.77E-19,slo,75,MBN
2.53E-23,-1.134349436,0.369,0.84,3.50E-19,sm,75,MBN
9.39E-23,-1.563473284,0.089,0.534,1.30E-18,nwk,75,MBN
3.00E-22,-0.98237314,0.815,0.965,4.15E-18,IA-2,75,MBN
3.63E-22,-2.153138726,0.03,0.428,5.01E-18,CG17716,75,MBN
1.97E-21,-1.167926845,0.131,0.591,2.72E-17,scrt,75,MBN
2.59E-21,1.288101307,0.75,0.618,3.58E-17,Gfrl,75,MBN
3.85E-21,1.666823355,0.667,0.542,5.32E-17,Pka-C1,75,MBN
6.15E-21,-1.735141586,0.054,0.452,8.49E-17,dpr11,75,MBN
7.45E-21,-1.933077809,0.06,0.455,1.03E-16,side,75,MBN
1.27E-20,1.816278327,0.619,0.477,1.76E-16,Pka-R2,75,MBN
3.53E-20,-1.165422696,0.19,0.66,4.88E-16,X11Lbeta,75,MBN
3.96E-20,-1.090862848,0.119,0.553,5.47E-16,mtgo,75,MBN
1.26E-19,-1.52929573,0.179,0.588,1.74E-15,mamo,75,MBN
4.09E-19,-1.944333502,0.036,0.395,5.65E-15,beat-VI,75,MBN
6.47E-19,-0.994409079,0.25,0.712,8.93E-15,qvr,75,MBN
1.39E-18,-1.185229485,0.077,0.467,1.92E-14,klar,75,MBN
3.70E-18,1.163686476,0.744,0.715,5.12E-14,dysc,75,MBN
3.97E-18,-1.723743786,0.06,0.42,5.48E-14,side-VIII,75,MBN
4.20E-18,-1.565735749,0.042,0.395,5.80E-14,ths,75,MBN
5.24E-18,-1.801284029,0.036,0.383,7.23E-14,fred,75,MBN
8.69E-18,-1.398631231,0.131,0.52,1.20E-13,lovit,75,MBN
2.62E-17,-1.570174174,0.06,0.412,3.62E-13,hig,75,MBN
3.38E-17,-0.974822566,0.131,0.538,4.67E-13,Eip63E,75,MBN
3.91E-17,-0.866599362,0.143,0.554,5.40E-13,Nhe2,75,MBN
5.96E-17,-1.474591236,0.095,0.46,8.24E-13,klg,75,MBN
7.31E-17,-1.315623791,0.048,0.39,1.01E-12,Nlg4,75,MBN
8.38E-17,-0.834344573,0.375,0.804,1.16E-12,NaCP60E,75,MBN
9.69E-17,-1.215697821,0.065,0.415,1.34E-12,kek2,75,MBN
1.02E-16,-1.381240361,0.048,0.385,1.41E-12,CG42594,75,MBN
1.86E-16,-1.689073525,0.06,0.397,2.57E-12,Octalpha2R,75,MBN
2.55E-16,1.986041712,0.292,0.114,3.52E-12,ey,75,MBN
2.89E-16,-1.639246151,0.03,0.348,4.00E-12,luna,75,MBN
2.95E-16,-1.462058995,0.071,0.415,4.08E-12,CG44422,75,MBN
4.66E-16,-1.354296963,0.024,0.335,6.44E-12,CG31145,75,MBN
7.20E-16,-1.02919131,0.06,0.398,9.95E-12,CG43066,75,MBN
7.56E-16,-2.258468539,0.006,0.297,1.04E-11,beat-IIa,75,MBN
8.27E-16,-1.720734108,0.024,0.329,1.14E-11,app,75,MBN
8.63E-16,-1.346344825,0.042,0.362,1.19E-11,CG13743,75,MBN
9.15E-16,-1.453942187,0.042,0.36,1.26E-11,Octbeta2R,75,MBN
1.04E-15,-1.432053807,0.03,0.34,1.43E-11,cindr,75,MBN
1.25E-15,-1.494762249,0.03,0.338,1.72E-11,sli,75,MBN
1.35E-15,-0.96018944,0.137,0.524,1.86E-11,CG32206,75,MBN
1.47E-15,-1.374228557,0.042,0.358,2.04E-11,RapGAP1,75,MBN
1.62E-15,-0.874090287,0.304,0.751,2.23E-11,CadN,75,MBN
1.82E-15,-1.241965174,0.03,0.336,2.51E-11,sno,75,MBN
1.94E-15,-2.236618771,0,0.281,2.68E-11,CG42524,75,MBN
1.99E-15,-0.947313317,0.083,0.431,2.76E-11,kcc,75,MBN
3.11E-15,-1.083317822,0.048,0.365,4.29E-11,plum,75,MBN
3.35E-15,-1.771694092,0.018,0.308,4.63E-11,Ptp10D,75,MBN
4.06E-15,-1.255761516,0.036,0.343,5.61E-11,lncRNA:CR43459,75,MBN
4.24E-15,-1.250990621,0.042,0.351,5.85E-11,Hs6st,75,MBN
5.02E-15,-0.902357429,0.071,0.403,6.94E-11,sns,75,MBN
5.79E-15,-1.047931868,0.042,0.352,7.99E-11,CG2217,75,MBN
5.99E-15,-1.610560978,0.048,0.354,8.28E-11,CG44153,75,MBN
6.31E-15,-0.896783296,0.202,0.597,8.72E-11,hdc,75,MBN
6.81E-15,-0.909226462,0.065,0.394,9.40E-11,CG43901,75,MBN
7.26E-15,-0.965077244,0.089,0.434,1.00E-10,CG41378,75,MBN
7.59E-15,-0.570148951,0.28,0.703,1.05E-10,28SrRNA:CR45844,75,MBN
8.85E-15,-0.888915623,0.143,0.513,1.22E-10,fz2,75,MBN
9.89E-15,-0.722867322,0.196,0.61,1.37E-10,Mid1,75,MBN
1.10E-14,-1.740888436,0.03,0.321,1.52E-10,Imp,75,MBN
1.18E-14,-1.395736468,0.054,0.363,1.63E-10,CG34370,75,MBN
1.24E-14,-0.582722978,0.167,0.571,1.72E-10,Spn,75,MBN
1.56E-14,-0.993373598,0.208,0.593,2.16E-10,hth,75,MBN
1.58E-14,-0.803678979,0.083,0.419,2.19E-10,Ac3,75,MBN
1.64E-14,-0.701300831,0.131,0.502,2.27E-10,RhoGEF3,75,MBN
1.70E-14,-1.144927702,0.054,0.364,2.35E-10,Teh1,75,MBN
1.72E-14,1.580410788,0.494,0.314,2.38E-10,toy,75,MBN
1.78E-14,-1.294216023,0.042,0.343,2.46E-10,beat-Ib,75,MBN
1.86E-14,-1.706932508,0.024,0.308,2.56E-10,CG4168,75,MBN
1.98E-14,-1.143618731,0.054,0.363,2.73E-10,nolo,75,MBN
2.43E-14,-0.523271347,0.196,0.612,3.35E-10,sima,75,MBN
2.54E-14,-1.335073065,0.036,0.328,3.50E-10,smal,75,MBN
3.07E-14,0.629924247,0.899,0.92,4.24E-10,Rdl,75,MBN
4.41E-14,0.787733226,0.839,0.848,6.10E-10,jim,75,MBN
5.22E-14,-1.18960591,0.125,0.463,7.21E-10,CG34353,75,MBN
5.48E-14,-0.806446633,0.256,0.657,7.58E-10,lncRNA:CR31451,75,MBN
5.53E-14,-0.83303596,0.113,0.457,7.64E-10,CG2993,75,MBN
5.82E-14,-2.024311191,0.006,0.268,8.03E-10,dpr13,75,MBN
5.96E-14,-1.495848858,0.012,0.28,8.24E-10,CG46385,75,MBN
9.69E-14,-0.634576816,0.149,0.52,1.34E-09,nmo,75,MBN
1.06E-13,-1.215406774,0.113,0.439,1.47E-09,lncRNA:CR44997,75,MBN
1.30E-13,-0.693056096,0.071,0.386,1.80E-09,SNF4Agamma,75,MBN
1.64E-13,-1.654661993,0.006,0.261,2.26E-09,capu,75,MBN
1.79E-13,-0.794284441,0.054,0.349,2.48E-09,Eip78C,75,MBN
2.22E-13,-1.668524778,0.018,0.281,3.07E-09,side-V,75,MBN
2.65E-13,-0.713928368,0.131,0.48,3.66E-09,kuz,75,MBN
3.04E-13,-1.246361775,0.048,0.33,4.20E-09,kek5,75,MBN
3.05E-13,-1.334456571,0.036,0.31,4.22E-09,Ddr,75,MBN
3.21E-13,-0.743122283,0.077,0.389,4.44E-09,CG13928,75,MBN
3.30E-13,-1.654654623,0.048,0.327,4.55E-09,beat-IIIc,75,MBN
3.38E-13,-1.126170175,0.077,0.378,4.67E-09,Dgk,75,MBN
3.63E-13,-0.604240207,0.179,0.557,5.02E-09,Hasp,75,MBN
3.84E-13,-0.829011011,0.054,0.343,5.30E-09,inaE,75,MBN
3.84E-13,-0.667872208,0.125,0.467,5.30E-09,hppy,75,MBN
3.97E-13,1.86745952,0.393,0.225,5.49E-09,Dop1R2,75,MBN
4.36E-13,-1.492897341,0.018,0.276,6.03E-09,CG15236,75,MBN
5.53E-13,-0.750626449,0.363,0.775,7.65E-09,CG16791,75,MBN
5.87E-13,-0.819623574,0.101,0.422,8.12E-09,Corin,75,MBN
6.32E-13,-0.943395484,0.06,0.35,8.73E-09,ed,75,MBN
7.27E-13,-1.966717811,0.006,0.251,1.00E-08,Trim9,75,MBN
7.48E-13,-0.555733544,0.113,0.447,1.03E-08,PAN3,75,MBN
8.67E-13,-0.73852894,0.101,0.42,1.20E-08,Nmdar2,75,MBN
8.94E-13,-0.602406035,0.149,0.502,1.24E-08,sick,75,MBN
9.03E-13,-1.149612714,0.083,0.383,1.25E-08,CG42342,75,MBN
9.55E-13,-1.493272095,0.024,0.279,1.32E-08,Epac,75,MBN
1.13E-12,-1.591585203,0.024,0.279,1.56E-08,CG34106,75,MBN
1.24E-12,-0.855286491,0.095,0.405,1.71E-08,mam,75,MBN
1.26E-12,-1.070368859,0.054,0.332,1.74E-08,dpr1,75,MBN
1.26E-12,0.630560385,0.869,0.884,1.74E-08,brp,75,MBN
1.40E-12,-1.041812623,0.06,0.343,1.94E-08,Nuak1,75,MBN
1.54E-12,-1.086015927,0.077,0.37,2.13E-08,Sema2b,75,MBN
1.63E-12,-1.108571422,0.048,0.32,2.25E-08,CG6123,75,MBN
1.64E-12,-0.661169367,0.089,0.397,2.26E-08,Ae2,75,MBN
1.72E-12,-0.585857298,0.131,0.47,2.37E-08,smash,75,MBN
1.87E-12,-1.432557714,0.03,0.288,2.58E-08,DIP-gamma,75,MBN
2.01E-12,-1.205004646,0.089,0.386,2.77E-08,Mmp2,75,MBN
2.02E-12,-0.8348491,0.077,0.372,2.80E-08,Flo2,75,MBN
2.08E-12,-1.162473726,0.054,0.329,2.87E-08,mGluR,75,MBN
2.27E-12,-0.649541869,0.113,0.435,3.13E-08,Doa,75,MBN
2.30E-12,1.778719367,0.321,0.159,3.17E-08,dac,75,MBN
2.40E-12,-1.503023321,0.03,0.285,3.32E-08,CG44837,75,MBN
2.55E-12,-0.515163247,0.137,0.475,3.52E-08,l(1)G0196,75,MBN
2.74E-12,-0.70463959,0.095,0.4,3.79E-08,Mp,75,MBN
3.05E-12,-0.569164254,0.095,0.404,4.21E-08,Trf2,75,MBN
3.38E-12,-1.247160693,0.095,0.382,4.67E-08,pdm3,75,MBN
3.46E-12,-1.411384662,0.024,0.271,4.78E-08,robo3,75,MBN
5.29E-12,-1.235553433,0.036,0.29,7.31E-08,cno,75,MBN
5.69E-12,-1.156480689,0.024,0.269,7.87E-08,Itpr,75,MBN
5.76E-12,-0.638494395,0.077,0.367,7.96E-08,Lrp4,75,MBN
6.37E-12,-0.648865989,0.274,0.675,8.80E-08,Ih,75,MBN
7.10E-12,-1.359072504,0.012,0.245,9.80E-08,osp,75,MBN
7.91E-12,-0.501314343,0.119,0.437,1.09E-07,CG4587,75,MBN
7.91E-12,-0.56550762,0.089,0.385,1.09E-07,RhoGAP19D,75,MBN
